#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
CBDDTY010001093.1	1	30631	77	8708	28.4287	0.440861	31	14.3
CBDDTY010001094.1	1	30630	92	11234	36.6765	0.52922	30.3	36
CBDDTY010001095.1	1	30608	61	7063	23.0757	0.345498	31.7	10.2
CBDDTY010001096.1	1	30608	38	5024	16.414	0.208508	30.8	5.66
CBDDTY010001097.1	1	30400	73	8948	29.4342	0.408651	31	18.5
CBDDTY010001098.1	1	30599	58	8814	28.8049	0.342037	30.7	32.5
CBDDTY010001099.1	1	30591	54	9302	30.4076	0.362754	30.9	33.9
CBDDTY010001100.1	1	30568	60	10140	33.1719	0.371303	30.5	37.7
CBDDTY010001101.1	1	30565	38	5602	18.3282	0.24214	30.4	29.4
CBDDTY010001102.1	1	30549	17	2237	7.32266	0.0916888	29.7	3.41
CBDDTY010001103.1	1	30539	29	4258	13.9428	0.162186	31	5.21
CBDDTY010001104.1	1	30535	59	8249	27.0149	0.376944	30.2	19
CBDDTY010001105.1	1	30531	38	5152	16.8747	0.224886	30.5	20.9
CBDDTY010001106.1	1	30523	66	8736	28.621	0.379681	29.8	33.8
CBDDTY010001107.1	1	30519	32	4446	14.568	0.201284	31	7.5
CBDDTY010001108.1	1	30513	10	1383	4.53249	0.0513552	34.9	10.1
CBDDTY010001109.1	1	30489	37	4993	16.3764	0.197743	29.9	35.9
CBDDTY010001110.1	1	30474	55	8597	28.2109	0.334777	31.7	25.1
CBDDTY010001111.1	1	30470	63	8423	27.6436	0.337808	30.3	38.7
CBDDTY010001112.1	1	30466	39	6100	20.0223	0.237117	30.3	15.6
CBDDTY010001113.1	1	30460	59	9319	30.5942	0.375049	30.2	33.6
CBDDTY010001114.1	1	30440	27	3069	10.0821	0.150033	27.9	7.26
CBDDTY010001115.1	1	30432	50	7452	24.4874	0.318546	29	30.3
CBDDTY010001116.1	1	30415	77	8975	29.5085	0.448167	31	8.31
CBDDTY010001117.1	1	30410	50	4944	16.2578	0.283328	29.3	7.8
CBDDTY010001118.1	1	30405	17	1579	5.19322	0.103404	30.2	19.9
CBDDTY010001119.1	1	30396	56	7223	23.763	0.299316	30.2	14.6
CBDDTY010001120.1	1	30386	42	6590	21.6876	0.25334	31	8.33
CBDDTY010001121.1	1	30370	98	11739	38.6533	0.567896	30.8	34.6
CBDDTY010001122.1	1	30365	110	9500	31.286	0.662012	29.9	9.68
CBDDTY010001123.1	1	30347	72	9338	30.7708	0.446898	30.9	27
CBDDTY010001124.1	1	30341	116	5602	18.4635	0.749382	30.5	34.5
CBDDTY010001125.1	1	30326	284	14750	48.6381	1.76578	30.4	9.02
CBDDTY010001126.1	1	30320	44	6261	20.6497	0.239413	30.5	11.9
CBDDTY010001127.1	1	30312	72	7910	26.0953	0.430819	30.2	17.2
CBDDTY010001128.1	1	30295	50	5653	18.6598	0.311471	30.9	14.6
CBDDTY010001129.1	1	30290	70	8565	28.2767	0.401783	30.3	10.6
CBDDTY010001130.1	1	30268	62	8152	26.9327	0.361174	29	11.1
CBDDTY010001131.1	1	30261	73	7289	24.0871	0.451505	29.9	14.9
CBDDTY010001132.1	1	30260	40	4838	15.9881	0.220225	31	8.43
CBDDTY010001133.1	1	30259	78	8966	29.6309	0.436102	30.5	27.3
CBDDTY010001134.1	1	30212	225	15138	50.1059	1.35681	30.6	20.3
CBDDTY010001135.1	1	30206	122	9719	32.1757	0.715984	30.3	9.97
CBDDTY010001136.1	1	30205	61	7615	25.2111	0.349975	28.9	21.9
CBDDTY010001137.1	1	30200	26	2767	9.16225	0.150265	28.5	7.62
CBDDTY010001138.1	1	30189	28	4446	14.7272	0.163503	30.2	28
CBDDTY010001139.1	1	30186	62	9171	30.3816	0.360101	30.3	34.9
CBDDTY010001140.1	1	30174	45	6183	20.4912	0.275535	30.7	20.8
CBDDTY010001141.1	1	30172	59	7440	24.6586	0.365206	30	14.2
CBDDTY010001142.1	1	30165	28	4314	14.3013	0.165258	30.7	7.36
CBDDTY010001143.1	1	30145	33	4703	15.6013	0.192967	30.4	14.2
CBDDTY010001144.1	1	30139	53	7253	24.0652	0.327615	30.5	30.5
CBDDTY010001145.1	1	30127	101	9156	30.3913	0.597404	29.5	6.94
CBDDTY010001146.1	1	30106	148	13194	43.8252	0.938982	29.7	11.9
CBDDTY010001147.1	1	30089	13	1479	4.91542	0.075177	31.1	20.8
CBDDTY010001148.1	1	30076	70	8868	29.4853	0.44607	29.7	26.5
CBDDTY010001149.1	1	30071	43	4984	16.5741	0.233913	30.7	1.77
CBDDTY010001150.1	1	30043	46	6860	22.8339	0.29764	32.3	14.1
CBDDTY010001151.1	1	30030	37	4901	16.3203	0.220613	29.7	13.4
CBDDTY010001152.1	1	30013	50	8094	26.9683	0.337287	31.2	37.2
CBDDTY010001153.1	1	30000	17	1643	5.47667	0.0960667	30.6	10.6
CBDDTY010001154.1	1	30000	32	4432	14.7733	0.205233	29.4	11.8
CBDDTY010001155.1	1	30000	28	4200	14	0.161667	30.6	11.7
CBDDTY010001156.1	1	30000	27	3536	11.7867	0.133833	31.1	15
CBDDTY010001157.1	1	29800	28	3154	10.5839	0.158389	29.1	3.18
CBDDTY010001158.1	1	30000	94	10769	35.8967	0.6135	30.1	24.1
CBDDTY010001159.1	1	30000	58	6772	22.5733	0.352967	29.7	21.9
CBDDTY010001160.1	1	30000	57	3370	11.2333	0.371833	29.9	10.9
CBDDTY010001161.1	1	29800	41	4549	15.2651	0.408792	27.4	8.78
CBDDTY010001162.1	1	30000	47	5209	17.3633	0.293967	30.8	8.96
CBDDTY010001163.1	1	30000	38	5161	17.2033	0.2298	29.7	9.63
CBDDTY010001164.1	1	30000	64	8192	27.3067	0.360067	30.1	11
CBDDTY010001165.1	1	30000	51	4185	13.95	0.3493	30.1	10.5
CBDDTY010001166.1	1	29800	124	5268	17.6779	0.908087	30.6	2.83
CBDDTY010001167.1	1	30000	161	9597	31.99	1.06687	31.5	6.74
CBDDTY010001168.1	1	30000	31	4325	14.4167	0.199833	28.4	8.87
CBDDTY010001169.1	1	29800	34	5135	17.2315	0.235604	28.6	7.29
CBDDTY010001170.1	1	29800	62	5537	18.5805	0.390201	30.4	10.1
CBDDTY010001171.1	1	30000	58	8188	27.2933	0.320933	32.3	27.6
CBDDTY010001172.1	1	30000	67	7183	23.9433	0.4055	30.4	7.27
CBDDTY010001173.1	1	30000	78	7770	25.9	0.432233	29.4	13.6
CBDDTY010001174.1	1	29996	57	7576	25.2567	0.357781	29	11.4
CBDDTY010001175.1	1	29990	29	2229	7.43248	0.146782	29.5	11
CBDDTY010001176.1	1	29990	50	6061	20.2101	0.28106	30	15.4
CBDDTY010001177.1	1	29989	86	9161	30.5479	0.479643	30.1	31.2
CBDDTY010001178.1	1	29984	29	3669	12.2365	0.167289	30.8	10.1
CBDDTY010001179.1	1	29983	27	3933	13.1174	0.143415	29.9	15.3
CBDDTY010001180.1	1	29981	62	8554	28.5314	0.40032	29.7	26.7
CBDDTY010001181.1	1	29979	68	7855	26.2017	0.389172	31.2	27.2
CBDDTY010001182.1	1	29971	59	6902	23.0289	0.340362	28.9	15.3
CBDDTY010001183.1	1	29963	76	8638	28.8289	0.415779	29.8	20.4
CBDDTY010001184.1	1	29951	67	10643	35.5347	0.431171	30.8	41
CBDDTY010001185.1	1	29923	30	4033	13.4779	0.15834	31.1	15.7
CBDDTY010001186.1	1	29895	58	8387	28.0549	0.376183	29.7	36.2
CBDDTY010001187.1	1	29894	33	4122	13.7887	0.195457	29.6	15
CBDDTY010001188.1	1	29873	33	5178	17.3334	0.218793	29.2	33.2
CBDDTY010001189.1	1	29872	25	2909	9.73822	0.119811	30.5	8.36
CBDDTY010001190.1	1	29872	15	1487	4.97791	0.0902183	29.3	7.4
CBDDTY010001191.1	1	29854	22	3504	11.7371	0.120687	31.5	17
CBDDTY010001192.1	1	29843	51	7757	25.9927	0.316959	31.6	32.3
CBDDTY010001193.1	1	29840	43	6542	21.9236	0.249062	31.7	34
CBDDTY010001194.1	1	29838	41	4276	14.3307	0.24127	30.9	5.68
CBDDTY010001195.1	1	29803	71	9790	32.849	0.461329	30.5	18.6
CBDDTY010001196.1	1	29797	52	6997	23.4822	0.286673	29	15.1
CBDDTY010001197.1	1	29795	43	6679	22.4165	0.280315	29.6	17.8
CBDDTY010001198.1	1	29792	78	10664	35.7948	0.500503	29	34.5
CBDDTY010001199.1	1	29787	45	4991	16.7556	0.257998	29.6	14
CBDDTY010001200.1	1	29770	43	5850	19.6507	0.250722	30.2	24.8
CBDDTY010001201.1	1	29747	57	3188	10.717	0.325075	30.5	9.05
CBDDTY010001202.1	1	29735	55	6380	21.4562	0.291845	32.2	14.1
CBDDTY010001203.1	1	29729	39	4327	14.5548	0.229977	30.9	14.6
CBDDTY010001204.1	1	29728	21	3113	10.4716	0.132838	30.4	14.1
CBDDTY010001205.1	1	29726	64	9536	32.0797	0.454215	29.6	20.1
CBDDTY010001206.1	1	29724	39	5829	19.6104	0.246669	28.8	19.1
CBDDTY010001207.1	1	29699	70	9289	31.2771	0.418533	29.8	25.8
CBDDTY010001208.1	1	29686	56	6888	23.2029	0.309607	29.5	8.34
CBDDTY010001209.1	1	29684	28	4003	13.4854	0.156313	30.6	4.39
CBDDTY010001210.1	1	29665	9	1353	4.56093	0.0490814	33.2	3.67
CBDDTY010001211.1	1	29664	63	7883	26.5743	0.402677	30.8	29.8
CBDDTY010001212.1	1	29660	57	8554	28.8402	0.363756	28.9	43.2
CBDDTY010001213.1	1	29651	12	1834	6.18529	0.0641462	29.1	10.3
CBDDTY010001214.1	1	29634	53	7793	26.2975	0.33664	30.3	32.5
CBDDTY010001215.1	1	29632	27	2091	7.05656	0.134888	29	0.444
CBDDTY010001216.1	1	29631	50	7743	26.1314	0.303938	29.6	34.8
CBDDTY010001217.1	1	29627	68	6769	22.8474	0.431161	30.2	23.2
CBDDTY010001218.1	1	29601	15	2352	7.94568	0.0836458	29.7	9.13
CBDDTY010001219.1	1	29587	86	10884	36.7864	0.523135	30.2	29.6
CBDDTY010001220.1	1	29578	33	5379	18.1858	0.205085	30.9	12.7
CBDDTY010001221.1	1	29576	47	7403	25.0304	0.296152	29.4	29.8
CBDDTY010001222.1	1	29518	57	6827	23.1283	0.346704	30.3	21.5
CBDDTY010001223.1	1	29488	97	10650	36.1164	0.580745	29.8	17.7
CBDDTY010001224.1	1	29485	12	1716	5.81991	0.0820756	30.9	12.9
CBDDTY010001225.1	1	29467	59	6846	23.2328	0.330539	30.5	13.5
CBDDTY010001226.1	1	29452	40	5780	19.6252	0.212006	29.7	6.38
CBDDTY010001227.1	1	29448	51	5787	19.6516	0.316456	28.5	10.3
CBDDTY010001228.1	1	29447	41	5467	18.5656	0.25731	29.2	16.1
CBDDTY010001229.1	1	29446	32	5152	17.4964	0.197684	31.3	22.7
CBDDTY010001230.1	1	29418	74	10130	34.4347	0.472296	29.1	8.34
CBDDTY010001231.1	1	29409	20	3038	10.3302	0.116529	30.1	13.9
CBDDTY010001232.1	1	29384	33	4431	15.0796	0.202491	30.6	15.3
CBDDTY010001233.1	1	29384	49	5652	19.235	0.291043	30.9	34.7
CBDDTY010001234.1	1	29374	67	9222	31.3951	0.435113	30.8	23.6
CBDDTY010001235.1	1	29357	18	2428	8.2706	0.106039	29.7	0.778
CBDDTY010001236.1	1	29356	48	8528	29.0503	0.322455	30.4	37.2
CBDDTY010001237.1	1	29350	33	4537	15.4583	0.208109	28.9	9.33
CBDDTY010001238.1	1	29339	20	3814	12.9998	0.133747	30.5	11.9
CBDDTY010001239.1	1	29335	83	11004	37.5115	0.570377	30	29.4
CBDDTY010001240.1	1	29335	64	8171	27.8541	0.380978	31.7	40.2
CBDDTY010001241.1	1	29273	175	12492	42.6741	1.05674	30.1	10.5
CBDDTY010001242.1	1	29269	73	10210	34.8833	0.458403	30.3	34.9
CBDDTY010001243.1	1	29258	70	8648	29.5577	0.449245	30.3	8.36
CBDDTY010001244.1	1	29253	46	5424	18.5417	0.253478	29.8	6.5
CBDDTY010001245.1	1	29243	31	4971	16.9989	0.172964	30.6	28.8
CBDDTY010001246.1	1	29241	48	6123	20.9398	0.265552	31.4	25.2
CBDDTY010001247.1	1	29229	43	7177	24.5544	0.312498	30.3	16.3
CBDDTY010001248.1	1	29218	23	3888	13.3069	0.139948	30.5	21.3
CBDDTY010001249.1	1	29200	67	8041	27.5377	0.414829	30	13.7
CBDDTY010001250.1	1	29183	37	5973	20.4674	0.246445	30.8	39.7
CBDDTY010001251.1	1	29182	76	5779	19.8033	0.483586	29.9	2.76
CBDDTY010001252.1	1	29177	48	5700	19.5359	0.284711	30.2	14.7
CBDDTY010001253.1	1	29173	35	5638	19.3261	0.261989	30.2	42.1
CBDDTY010001254.1	1	29171	46	6914	23.7016	0.272942	30.9	14.8
CBDDTY010001255.1	1	29169	13	2200	7.54225	0.0892386	31.3	6.62
CBDDTY010001256.1	1	29144	55	7600	26.0774	0.350261	31	25.7
CBDDTY010001257.1	1	29144	83	11841	40.6293	0.535376	30.5	25.6
CBDDTY010001258.1	1	29139	68	7708	26.4525	0.41151	31.3	17.3
CBDDTY010001259.1	1	29134	33	4343	14.907	0.187273	29.1	4.03
CBDDTY010001260.1	1	29133	44	5476	18.7966	0.262829	30.4	20.6
CBDDTY010001261.1	1	29122	42	4613	15.8403	0.223165	29.4	14.5
CBDDTY010001262.1	1	29112	90	9488	32.5914	0.550048	30.3	19.9
CBDDTY010001263.1	1	29095	63	7119	24.4681	0.369239	31	18.9
CBDDTY010001264.1	1	29087	42	5761	19.8061	0.249905	31	8.17
CBDDTY010001265.1	1	29061	27	3220	11.0801	0.140291	30.7	6.04
CBDDTY010001266.1	1	29055	86	11122	38.2791	0.536775	30.9	41.7
CBDDTY010001267.1	1	29055	45	4951	17.0401	0.344553	30.3	13.3
CBDDTY010001268.1	1	29041	40	4904	16.8865	0.224545	30.7	31.9
CBDDTY010001269.1	1	29040	27	4401	15.155	0.163602	30.8	8.85
CBDDTY010001270.1	1	29028	69	8656	29.8195	0.414186	30.3	23
CBDDTY010001271.1	1	29011	35	4834	16.6626	0.203716	30	26.9
CBDDTY010001272.1	1	29000	75	10283	35.4586	0.527724	30	31.4
CBDDTY010001273.1	1	29000	51	7283	25.1138	0.351103	30.3	13.8
CBDDTY010001274.1	1	29000	82	7391	25.4862	0.545241	30.2	15.5
CBDDTY010001275.1	1	28800	16	2061	7.15625	0.0859375	29.9	4.62
CBDDTY010001276.1	1	29000	48	6845	23.6034	0.319069	29.5	28.1
CBDDTY010001277.1	1	28800	25	3223	11.191	0.162674	29.6	27.8
CBDDTY010001278.1	1	29000	144	10971	37.831	0.954931	30.7	16.3
CBDDTY010001279.1	1	29000	9	910	3.13793	0.0442759	31.9	11.4
CBDDTY010001280.1	1	29000	36	4525	15.6034	0.233621	29.1	13.5
CBDDTY010001281.1	1	29000	90	12128	41.8207	0.548483	30.1	32.9
CBDDTY010001282.1	1	29000	121	12038	41.5103	0.730862	31	22.5
CBDDTY010001283.1	1	29000	46	5012	17.2828	0.270517	30.9	20.5
CBDDTY010001284.1	1	29000	69	8810	30.3793	0.466138	29.3	11
CBDDTY010001285.1	1	29000	5	750	2.58621	0.0322414	25.5	1.4
CBDDTY010001286.1	1	29000	85	8101	27.9345	0.538897	29.9	14.2
CBDDTY010001287.1	1	29000	12	1549	5.34138	0.0665862	28.7	0.583
CBDDTY010001288.1	1	29000	51	6517	22.4724	0.330586	30.1	24.8
CBDDTY010001289.1	1	28800	49	5950	20.6597	0.317847	29.3	9.49
CBDDTY010001290.1	1	29000	11	1753	6.04483	0.0604483	32.8	2
CBDDTY010001291.1	1	29000	24	3254	11.2207	0.150793	28.7	30.9
CBDDTY010001292.1	1	29000	19	2810	9.68966	0.128103	30.3	7.89
CBDDTY010001293.1	1	29000	20	3423	11.8034	0.137379	29.6	47.2
CBDDTY010001294.1	1	29000	83	7933	27.3552	0.520448	28.7	14.6
CBDDTY010001295.1	1	28996	50	7715	26.6071	0.328597	31.8	34.7
CBDDTY010001296.1	1	28995	26	4190	14.4508	0.156648	30.4	0.0385
CBDDTY010001297.1	1	28980	49	6959	24.0131	0.303416	31.1	22.5
CBDDTY010001298.1	1	28957	49	4522	15.6163	0.290603	29.8	13.1
CBDDTY010001299.1	1	28951	51	7055	24.3688	0.312632	29.5	30.3
CBDDTY010001300.1	1	28947	36	5428	18.7515	0.227381	28.9	27.6
CBDDTY010001301.1	1	28940	49	7197	24.8687	0.331686	30.3	19.8
CBDDTY010001302.1	1	28923	45	6829	23.611	0.295025	29.6	41
CBDDTY010001303.1	1	28920	63	8662	29.9516	0.402732	31.7	29.4
CBDDTY010001304.1	1	28915	59	7292	25.2187	0.365001	30.3	25.5
CBDDTY010001305.1	1	28915	87	7815	27.0275	0.526128	30.2	5.46
CBDDTY010001306.1	1	28912	28	4617	15.9691	0.185079	30.1	24.1
CBDDTY010001307.1	1	28905	12	1666	5.76371	0.0613735	30.1	9.92
CBDDTY010001308.1	1	28900	81	12215	42.2664	0.549446	28.6	49.2
CBDDTY010001309.1	1	28880	88	8852	30.651	0.534488	31	18.2
CBDDTY010001310.1	1	28870	115	13074	45.2858	0.736786	29.6	30.5
CBDDTY010001311.1	1	28868	54	6422	22.2461	0.316163	29.2	13.1
CBDDTY010001312.1	1	28867	61	7622	26.4039	0.370423	31.6	7.66
CBDDTY010001313.1	1	28861	30	4143	14.355	0.185267	31.2	28.8
CBDDTY010001314.1	1	28849	36	4127	14.3055	0.21928	30	5.44
CBDDTY010001315.1	1	28845	20	3314	11.489	0.123453	32.8	30.4
CBDDTY010001316.1	1	28845	30	4581	15.8814	0.19168	32	34.3
CBDDTY010001317.1	1	28844	12	1920	6.6565	0.07076	32.8	15.7
CBDDTY010001318.1	1	28828	50	6687	23.1962	0.293499	29.7	27.4
CBDDTY010001319.1	1	28812	48	5652	19.6168	0.330383	29.6	16.4
CBDDTY010001320.1	1	28802	3	380	1.31935	0.0131935	36.3	1
CBDDTY010001321.1	1	28802	47	7023	24.3837	0.314423	30.2	31.6
CBDDTY010001322.1	1	28799	34	3960	13.7505	0.187888	30	2.79
CBDDTY010001323.1	1	28796	57	6427	22.3191	0.330428	30.6	11.4
CBDDTY010001324.1	1	28796	49	7723	26.8197	0.347687	28.5	34.2
CBDDTY010001326.1	1	28783	42	6100	21.1931	0.273008	29.5	23.7
CBDDTY010001327.1	1	28777	57	7049	24.4953	0.332835	31.1	27.4
CBDDTY010001328.1	1	28750	104	11488	39.9583	0.6496	31.2	33.7
CBDDTY010001329.1	1	28741	49	5484	19.0808	0.286838	28.5	8.86
CBDDTY010001330.1	1	28735	43	6621	23.0416	0.265704	29	33
CBDDTY010001331.1	1	28699	68	5724	19.9449	0.420607	29.7	4.43
CBDDTY010001332.1	1	28679	89	9348	32.5953	0.578472	29.6	12
CBDDTY010001333.1	1	28671	35	4882	17.0277	0.198807	29.4	24.5
CBDDTY010001334.1	1	28623	25	2684	9.37707	0.154526	29.6	15.6
CBDDTY010001335.1	1	28612	13	1671	5.84021	0.0674892	27.5	3.46
CBDDTY010001336.1	1	28607	66	8621	30.136	0.42951	30.6	23
CBDDTY010001338.1	1	28570	44	6787	23.7557	0.299265	31.6	33.8
CBDDTY010001339.1	1	28555	30	4558	15.9622	0.188478	31.4	29.7
CBDDTY010001340.1	1	28543	34	4704	16.4804	0.192797	30.9	20.6
CBDDTY010001341.1	1	28534	69	10054	35.2352	0.447151	30.7	38.6
CBDDTY010001342.1	1	28517	104	9078	31.8336	0.632921	30.4	13.9
CBDDTY010001343.1	1	28505	74	9184	32.2189	0.448834	29.7	20.1
CBDDTY010001344.1	1	28499	24	2674	9.38279	0.121373	32.5	5.79
CBDDTY010001345.1	1	28498	38	5113	17.9416	0.224682	30.8	12.3
CBDDTY010001346.1	1	28492	45	6598	23.1574	0.272287	31.7	15
CBDDTY010001347.1	1	28481	7	783	2.7492	0.0415014	31.2	12.7
CBDDTY010001348.1	1	28480	83	6833	23.9923	0.53118	31.3	27.3
CBDDTY010001349.1	1	28473	159	15847	55.6562	1.10705	30.1	19.1
CBDDTY010001350.1	1	28461	162	13700	48.136	1.0623	29.4	30.1
CBDDTY010001351.1	1	28445	32	3953	13.897	0.178414	31.5	11.1
CBDDTY010001352.1	1	28444	49	7282	25.6012	0.307868	29.2	26.3
CBDDTY010001353.1	1	28443	167	11360	39.9395	1.15107	30.1	17
CBDDTY010001354.1	1	28420	23	3281	11.5447	0.132935	30.6	10.9
CBDDTY010001355.1	1	28419	41	5131	18.0548	0.25124	29.8	6.56
CBDDTY010001356.1	1	28417	56	8505	29.9293	0.34328	30.3	29.5
CBDDTY010001357.1	1	28392	39	5175	18.227	0.254544	29.8	20.5
CBDDTY010001358.1	1	28385	77	9474	33.3768	0.478809	29.9	22.2
CBDDTY010001359.1	1	28371	56	7874	27.7537	0.386803	29.9	27.3
CBDDTY010001360.1	1	28338	28	3626	12.7955	0.154033	28.4	5.89
CBDDTY010001361.1	1	28331	59	8661	30.5708	0.408669	30.3	21.5
CBDDTY010001362.1	1	28311	45	6198	21.8926	0.258204	31	17.8
CBDDTY010001363.1	1	28310	105	7530	26.5984	0.677605	30.6	8.45
CBDDTY010001364.1	1	28310	57	7890	27.87	0.37107	30.9	41.8
CBDDTY010001365.1	1	28295	20	3656	12.921	0.150981	27.8	26
CBDDTY010001366.1	1	28295	65	7433	26.2697	0.363987	30.2	16.6
CBDDTY010001367.1	1	28291	62	7101	25.0999	0.388286	32.2	15
CBDDTY010001368.1	1	28289	98	9248	32.6912	0.637704	30	5.15
CBDDTY010001369.1	1	28287	48	7658	27.0725	0.306961	30.6	38.6
CBDDTY010001370.1	1	28278	39	6747	23.8595	0.262466	30.8	40
CBDDTY010001371.1	1	28239	33	4721	16.718	0.207019	29.2	19.8
CBDDTY010001372.1	1	28236	28	3472	12.2964	0.165604	30.6	2.68
CBDDTY010001373.1	1	28224	54	6638	23.519	0.308992	29.9	15.9
CBDDTY010001374.1	1	28218	95	11346	40.2084	0.633142	30.6	11.8
CBDDTY010001375.1	1	28212	38	5622	19.9277	0.23926	29.3	36.1
CBDDTY010001376.1	1	28210	102	11636	41.2478	0.673945	29.9	28.9
CBDDTY010001377.1	1	28207	47	6814	24.1571	0.298614	29.7	23.5
CBDDTY010001378.1	1	28204	57	7815	27.7088	0.362254	29.5	19.3
CBDDTY010001379.1	1	28203	33	5488	19.4589	0.232316	29.5	41.1
CBDDTY010001380.1	1	28193	73	9247	32.7989	0.458554	31	30.2
CBDDTY010001381.1	1	28176	72	10531	37.3758	0.463657	29.5	34.1
CBDDTY010001382.1	1	28176	46	7081	25.1313	0.289005	30.9	36.2
CBDDTY010001383.1	1	28155	59	9154	32.5129	0.423584	30.4	31.5
CBDDTY010001384.1	1	28153	52	7624	27.0806	0.310873	31.6	23
CBDDTY010001385.1	1	28152	42	3718	13.2069	0.268578	31.4	16.8
CBDDTY010001386.1	1	28149	46	7008	24.8961	0.309105	30.2	22.5
CBDDTY010001387.1	1	28144	47	6629	23.5539	0.28308	30.9	33.3
CBDDTY010001388.1	1	28121	23	3496	12.432	0.138331	30.6	17.3
CBDDTY010001389.1	1	28117	27	3057	10.8724	0.145962	29.4	11.6
CBDDTY010001390.1	1	28114	43	5058	17.991	0.261613	28.7	31.6
CBDDTY010001391.1	1	28091	55	8252	29.376	0.349792	29.9	32.1
CBDDTY010001392.1	1	28081	39	4533	16.1426	0.254977	30.8	7.56
CBDDTY010001393.1	1	28080	60	6690	23.8248	0.429772	30.9	7.37
CBDDTY010001394.1	1	28069	46	6643	23.6667	0.30425	31.2	27.3
CBDDTY010001395.1	1	28060	110	11784	41.9957	0.719708	30	17.6
CBDDTY010001396.1	1	28014	79	8413	30.0314	0.502606	29.7	22.9
CBDDTY010001397.1	1	28014	24	2699	9.63447	0.140644	31.9	17.7
CBDDTY010001398.1	1	28000	53	5145	18.375	0.344429	29.5	3.4
CBDDTY010001399.1	1	28000	34	4597	16.4179	0.220536	31.3	13.1
CBDDTY010001400.1	1	28000	37	5177	18.4893	0.218821	31.9	28.5
CBDDTY010001401.1	1	28000	20	2115	7.55357	0.136321	30.3	12.9
CBDDTY010001402.1	1	28000	46	5694	20.3357	0.31525	29.2	30.1
CBDDTY010001403.1	1	28000	25	4335	15.4821	0.183429	28.8	18.8
CBDDTY010001404.1	1	28000	20	2195	7.83929	0.130786	30.6	7.95
CBDDTY010001405.1	1	27800	21	2831	10.1835	0.148957	30.6	15
CBDDTY010001406.1	1	28000	19	2357	8.41786	0.110571	27.6	11
CBDDTY010001407.1	1	28000	40	4690	16.75	0.22175	30.1	13.3
CBDDTY010001408.1	1	28000	56	7792	27.8286	0.347607	29.6	27.4
CBDDTY010001409.1	1	28000	45	5795	20.6964	0.279536	31.8	13.1
CBDDTY010001410.1	1	28000	104	11125	39.7321	0.704214	30.1	22.8
CBDDTY010001411.1	1	27800	55	7471	26.8741	0.361511	30.7	23.5
CBDDTY010001412.1	1	27800	8	1497	5.38489	0.0628058	27.9	2.75
CBDDTY010001413.1	1	28000	35	4500	16.0714	0.188036	29.9	6.51
CBDDTY010001414.1	1	28000	143	14764	52.7286	0.970786	29	20.8
CBDDTY010001415.1	1	28000	56	6674	23.8357	0.346893	30.3	17.8
CBDDTY010001416.1	1	28000	49	4706	16.8071	0.343821	29.7	10.5
CBDDTY010001417.1	1	27600	66	4559	16.5181	0.486159	31.3	5.74
CBDDTY010001418.1	1	28000	100	12381	44.2179	0.678429	29.8	26.1
CBDDTY010001419.1	1	28000	149	13575	48.4821	0.947964	29.6	40.6
CBDDTY010001420.1	1	28000	40	5368	19.1714	0.250536	29	15.6
CBDDTY010001421.1	1	28000	9	951	3.39643	0.0470714	28.7	6.44
CBDDTY010001422.1	1	28000	31	3717	13.275	0.185107	30.3	9.52
CBDDTY010001423.1	1	28000	16	3227	11.525	0.144393	30.2	19.9
CBDDTY010001424.1	1	28000	55	6879	24.5679	0.340821	28.3	27.2
CBDDTY010001425.1	1	27984	30	5024	17.9531	0.196148	29.8	40.4
CBDDTY010001426.1	1	27978	70	9251	33.0653	0.436772	29	16.9
CBDDTY010001427.1	1	27978	15	2568	9.17864	0.0953249	31.4	29.6
CBDDTY010001428.1	1	27952	19	2803	10.0279	0.110511	32	38.6
CBDDTY010001429.1	1	27946	38	6252	22.3717	0.286338	31.2	39.8
CBDDTY010001430.1	1	27942	52	7566	27.0775	0.35588	30.7	30.5
CBDDTY010001431.1	1	27932	57	8724	31.233	0.388837	30.5	35
CBDDTY010001432.1	1	27929	24	3161	11.318	0.145333	31	2.96
CBDDTY010001433.1	1	27927	15	2262	8.09969	0.101479	27.4	7.87
CBDDTY010001434.1	1	27910	46	6017	21.5586	0.284199	31.2	17.5
CBDDTY010001435.1	1	27906	42	6112	21.9021	0.251451	31.3	29.8
CBDDTY010001436.1	1	27892	47	7403	26.5417	0.314104	30.4	41.7
CBDDTY010001437.1	1	27888	28	4049	14.5188	0.198939	29.9	21.3
CBDDTY010001438.1	1	27886	81	5578	20.0029	0.461594	31.1	6.63
CBDDTY010001439.1	1	27883	84	8169	29.2974	0.521644	30.6	5
CBDDTY010001440.1	1	27872	64	8232	29.535	0.413713	29	36.5
CBDDTY010001441.1	1	27863	42	5572	19.9978	0.27323	28.4	7.17
CBDDTY010001442.1	1	27853	43	6270	22.511	0.273651	30.5	35
CBDDTY010001443.1	1	27853	102	11624	41.7334	0.678993	29.4	40.5
CBDDTY010001444.1	1	27844	32	3427	12.3079	0.214732	28.3	16.5
CBDDTY010001445.1	1	27843	40	6189	22.2282	0.277951	30.5	21.4
CBDDTY010001446.1	1	27836	45	6667	23.951	0.294583	30.6	38.8
CBDDTY010001447.1	1	27832	86	9874	35.4771	0.55932	30.6	25.7
